Instrument Type,Date,Traded Contract(Lots),Total Value (Lacs),Premium Value (Lacs)
FUTCOM,14 Oct 2022,651799,2969096.78,-
FUTIDX,17 Oct 2022,1531,10638.15,-
FUTCOM,17 Oct 2022,489587,2272076.56,-
OPTFUT,17 Oct 2022,511066,3681482.82,-
OPTFUT,18 Oct 2022,411788,2861526.64,-
FUTCOM,18 Oct 2022,479895,2252397.73,-
FUTIDX,18 Oct 2022,777,5393.71,-
FUTCOM,19 Oct 2022,393966,2035735.4,-
OPTFUT,19 Oct 2022,386336,2641481.67,-
FUTIDX,19 Oct 2022,821,5680.24,-
OPTFUT,20 Oct 2022,447863,2988755.59,-
FUTCOM,20 Oct 2022,552955,2426681.97,-
FUTIDX,20 Oct 2022,1401,9696.57,-
OPTFUT,21 Oct 2022,365242,2618284.94,-
FUTIDX,21 Oct 2022,2196,15190.86,-
FUTCOM,21 Oct 2022,809533,3158079.38,-
OPTFUT,24 Oct 2022,25597,187783.96,-
FUTIDX,24 Oct 2022,202,1414.56,-
FUTCOM,24 Oct 2022,71208,310017.72,-
OPTFUT,25 Oct 2022,286385,2104718.14,-
FUTCOM,25 Oct 2022,597818,2334505.33,-
FUTIDX,25 Oct 2022,2335,16299.93,-
FUTCOM,26 Oct 2022,281415,1284983.38,-
FUTIDX,26 Oct 2022,564,3964.14,-
OPTFUT,26 Oct 2022,204655,1523791.41,-
FUTCOM,27 Oct 2022,485988,2228995.17,-
OPTFUT,27 Oct 2022,276193,2090192.38,-
FUTIDX,27 Oct 2022,1153,8097.76,-
FUTIDX,28 Oct 2022,1224,8544.9,-
FUTCOM,28 Oct 2022,528536,2324377.93,-
OPTFUT,28 Oct 2022,263531,2025494.38,-
OPTFUT,31 Oct 2022,398719,2973736.24,-
FUTIDX,31 Oct 2022,926,6450.97,-
FUTCOM,31 Oct 2022,481625,2294164.94,-
FUTIDX,01 Nov 2022,1652,11600.13,-
FUTCOM,01 Nov 2022,699104,2863744.91,-
OPTFUT,01 Nov 2022,398097,3049477.57,-
OPTFUT,02 Nov 2022,412140,3149530.14,-
FUTIDX,02 Nov 2022,1029,7244.58,-
FUTCOM,02 Nov 2022,430208,2101765.05,-
FUTCOM,03 Nov 2022,710337,2972440.95,-
FUTIDX,03 Nov 2022,1934,13453.37,-
OPTFUT,03 Nov 2022,374264,2937930.86,-
FUTCOM,04 Nov 2022,871119,3719133.42,-
OPTFUT,04 Nov 2022,486341,3849979.43,-
FUTIDX,04 Nov 2022,2174,15316.38,-
FUTIDX,07 Nov 2022,960,6833.81,-
OPTFUT,07 Nov 2022,514247,4036620.9,-
FUTCOM,07 Nov 2022,541204,2390735.68,-
FUTIDX,08 Nov 2022,1499,10735.21,-
FUTCOM,08 Nov 2022,516693,2213826.04,-
OPTFUT,08 Nov 2022,426150,3440335.37,-
OPTFUT,09 Nov 2022,645484,4854142.5,-
FUTIDX,09 Nov 2022,1265,9119.63,-
FUTCOM,09 Nov 2022,635433,2824910.48,-
OPTFUT,10 Nov 2022,700881,5283954.28,-
FUTIDX,10 Nov 2022,1392,10091.68,-
FUTCOM,10 Nov 2022,623128,2805284.87,-
FUTIDX,11 Nov 2022,1101,8034.93,-
FUTCOM,11 Nov 2022,706981,3130238.9,-
OPTFUT,11 Nov 2022,838303,6315938.04,-
FUTIDX,14 Nov 2022,944,6918.22,-
OPTFUT,14 Nov 2022,979493,7275313.82,-
FUTCOM,14 Nov 2022,613324,2800293.83,-
FUTCOM,15 Nov 2022,651868,2839501.52,-
FUTIDX,15 Nov 2022,1838,13533.02,-
OPTFUT,15 Nov 2022,1150673,8392227.0,-
OPTFUT,16 Nov 2022,507387,3848280.69,-
FUTCOM,16 Nov 2022,606788,2613467.76,-
FUTIDX,16 Nov 2022,1222,9027.48,-
FUTIDX,17 Nov 2022,1268,9301.69,-
FUTCOM,17 Nov 2022,614218,2729600.89,-
OPTFUT,17 Nov 2022,417276,3200139.26,-
OPTFUT,18 Nov 2022,498268,3696917.03,-
FUTIDX,18 Nov 2022,782,5725.85,-
FUTCOM,18 Nov 2022,511422,2407912.02,-
OPTFUT,21 Nov 2022,608613,4549834.59,-
FUTIDX,21 Nov 2022,968,7028.8,-
FUTCOM,21 Nov 2022,514903,2430937.61,-
OPTFUT,22 Nov 2022,624564,4635241.83,-
FUTIDX,22 Nov 2022,753,5485.78,-
FUTCOM,22 Nov 2022,500916,2465227.7,-
FUTIDX,23 Nov 2022,989,7206.21,-
FUTCOM,23 Nov 2022,640481,2853471.64,-
OPTFUT,23 Nov 2022,576339,4505835.5,-
FUTCOM,24 Nov 2022,341767,1609814.82,-
FUTIDX,24 Nov 2022,1150,8444.0,-
OPTFUT,24 Nov 2022,253583,2017711.44,-
FUTIDX,25 Nov 2022,721,5277.17,-
FUTCOM,25 Nov 2022,380703,2072774.08,-
OPTFUT,25 Nov 2022,323966,2348435.7,-
FUTIDX,28 Nov 2022,1396,10200.26,-
FUTCOM,28 Nov 2022,606461,2971003.5,-
OPTFUT,28 Nov 2022,452837,3154364.84,-
FUTCOM,29 Nov 2022,447895,2389312.54,-
OPTFUT,29 Nov 2022,484027,3404680.85,-
FUTIDX,29 Nov 2022,893,6524.17,-
FUTIDX,30 Nov 2022,955,6990.3,-
OPTFUT,30 Nov 2022,424366,3017806.01,-
FUTCOM,30 Nov 2022,528054,2496232.23,-
FUTIDX,01 Dec 2022,1567,11622.95,-
OPTFUT,01 Dec 2022,463481,3389844.89,-
FUTCOM,01 Dec 2022,593476,2550623.46,-
FUTCOM,02 Dec 2022,629001,2576547.78,-
OPTFUT,02 Dec 2022,517699,3704939.41,-
FUTIDX,02 Dec 2022,1256,9376.8,-
OPTFUT,05 Dec 2022,681188,4796379.79,-
FUTIDX,05 Dec 2022,1294,9694.59,-
FUTCOM,05 Dec 2022,609816,2479118.25,-
FUTCOM,06 Dec 2022,468808,2004026.55,-
FUTIDX,06 Dec 2022,708,5284.79,-
OPTFUT,06 Dec 2022,724157,4820417.7,-
OPTFUT,07 Dec 2022,771831,5025250.49,-
FUTIDX,07 Dec 2022,833,6231.02,-
FUTCOM,07 Dec 2022,453868,2046253.65,-
FUTIDX,08 Dec 2022,621,4671.65,-
FUTCOM,08 Dec 2022,458686,2064203.37,-
OPTFUT,08 Dec 2022,870676,5608462.11,-
OPTFUT,09 Dec 2022,820889,5263867.36,-
FUTCOM,09 Dec 2022,577796,2408638.48,-
FUTIDX,09 Dec 2022,967,7315.74,-
OPTFUT,12 Dec 2022,1060142,6716184.89,-
FUTIDX,12 Dec 2022,649,4913.29,-
FUTCOM,12 Dec 2022,463350,2176703.59,-
FUTCOM,13 Dec 2022,646462,2930370.86,-
FUTIDX,13 Dec 2022,1439,10989.47,-
OPTFUT,13 Dec 2022,1298990,8435307.23,-
FUTCOM,14 Dec 2022,433438,2100731.22,-
OPTFUT,14 Dec 2022,1344031,8793140.85,-
FUTIDX,14 Dec 2022,559,4281.39,-
FUTIDX,15 Dec 2022,1625,12304.72,-
FUTCOM,15 Dec 2022,600242,2904790.77,-
OPTFUT,15 Dec 2022,722145,4951291.89,-
FUTIDX,16 Dec 2022,916,6925.36,-
OPTFUT,16 Dec 2022,466408,3282722.76,-
FUTCOM,16 Dec 2022,567861,2535868.27,-
OPTFUT,19 Dec 2022,549143,3753284.79,-
FUTCOM,19 Dec 2022,440666,2004327.65,-
FUTIDX,19 Dec 2022,896,6795.17,-
OPTFUT,20 Dec 2022,581465,3884487.64,-
FUTIDX,20 Dec 2022,1400,10703.94,-
FUTCOM,20 Dec 2022,632689,2791405.33,-
FUTCOM,21 Dec 2022,415388,1836539.23,-
FUTIDX,21 Dec 2022,766,5904.39,-
OPTFUT,21 Dec 2022,508497,3308915.4,-
OPTFUT,22 Dec 2022,659723,4199403.68,-
FUTCOM,22 Dec 2022,520976,2186907.84,-
FUTIDX,22 Dec 2022,1410,10817.68,-
FUTCOM,23 Dec 2022,426843,1799743.77,-
FUTIDX,23 Dec 2022,835,6381.47,-
OPTFUT,23 Dec 2022,507436,3249577.98,-
FUTIDX,26 Dec 2022,166,1270.23,-
OPTFUT,26 Dec 2022,150662,1034614.28,-
FUTCOM,26 Dec 2022,134931,659256.0,-
FUTCOM,27 Dec 2022,484656,1941688.69,-
OPTFUT,27 Dec 2022,329573,2336327.06,-
FUTIDX,27 Dec 2022,955,7355.69,-
OPTFUT,28 Dec 2022,435252,2947263.97,-
FUTIDX,28 Dec 2022,927,7107.02,-
FUTCOM,28 Dec 2022,450645,1879621.9,-
FUTCOM,29 Dec 2022,403325,1672302.92,-
OPTFUT,29 Dec 2022,410698,2724855.58,-
FUTIDX,29 Dec 2022,669,5140.94,-
FUTCOM,30 Dec 2022,517879,2021618.7,-
FUTIDX,30 Dec 2022,844,6497.4,-
OPTFUT,30 Dec 2022,415218,2789335.52,-
FUTCOM,01 Jan 2021,86117,323393.73,-
OPTFUT,01 Jan 2021,419,4150.0,-
FUTIDX,01 Jan 2021,447,3325.45,-
OPTCOM,01 Jan 2021,12,59.22,-
FUTCOM,04 Jan 2021,893347,3633257.55,-
FUTIDX,04 Jan 2021,5326,41492.16,-
OPTCOM,04 Jan 2021,43,215.57,-
OPTFUT,04 Jan 2021,11545,224813.44,-
FUTIDX,05 Jan 2021,4372,34236.51,-
FUTCOM,05 Jan 2021,735919,3060354.61,-
OPTCOM,05 Jan 2021,50,253.7,-
OPTFUT,05 Jan 2021,9724,139478.6,-
OPTFUT,06 Jan 2021,11801,277994.99,-
OPTCOM,06 Jan 2021,6,31.17,-
FUTIDX,06 Jan 2021,7223,56880.13,-
FUTCOM,06 Jan 2021,1091581,4582420.35,-
FUTIDX,07 Jan 2021,5196,40353.34,-
OPTCOM,07 Jan 2021,5,25.71,-
OPTFUT,07 Jan 2021,7274,155034.51,-
FUTCOM,07 Jan 2021,783364,3299340.17,-
OPTCOM,08 Jan 2021,16,81.51,-
OPTFUT,08 Jan 2021,12345,340098.99,-
FUTCOM,08 Jan 2021,1194744,4839502.48,-
FUTIDX,08 Jan 2021,9051,69643.07,-
OPTCOM,11 Jan 2021,12,60.73,-
FUTIDX,11 Jan 2021,4337,32436.31,-
FUTCOM,11 Jan 2021,880355,3223244.3,-
OPTFUT,11 Jan 2021,7341,141205.14,-
FUTCOM,12 Jan 2021,752305,2863850.91,-
OPTFUT,12 Jan 2021,6832,99800.86,-
OPTCOM,12 Jan 2021,0,0.0,-
FUTIDX,12 Jan 2021,4030,30264.1,-
OPTFUT,13 Jan 2021,7526,80745.05,-
FUTCOM,13 Jan 2021,700086,2709057.19,-
OPTCOM,13 Jan 2021,0,0.0,-
FUTIDX,13 Jan 2021,2992,22389.52,-
OPTFUT,14 Jan 2021,5808,92552.23,-
FUTIDX,14 Jan 2021,3607,26857.1,-
OPTCOM,14 Jan 2021,13,65.69,-
FUTCOM,14 Jan 2021,743881,3069780.63,-
OPTFUT,15 Jan 2021,9343,132891.74,-
FUTCOM,15 Jan 2021,868343,3466525.55,-
FUTIDX,15 Jan 2021,4276,31886.68,-
OPTCOM,15 Jan 2021,18,90.97,-
OPTFUT,18 Jan 2021,2165,68247.3,-
OPTCOM,18 Jan 2021,7,35.45,-
FUTCOM,18 Jan 2021,560464,2094857.26,-
FUTIDX,18 Jan 2021,2831,20888.42,-
OPTFUT,19 Jan 2021,2783,81792.27,-
FUTIDX,19 Jan 2021,3383,25226.8,-
OPTCOM,19 Jan 2021,5,25.1,-
FUTCOM,19 Jan 2021,717165,2789403.16,-
FUTIDX,20 Jan 2021,4199,31769.17,-
OPTFUT,20 Jan 2021,4300,147496.08,-
FUTCOM,20 Jan 2021,780443,3224106.79,-
OPTCOM,20 Jan 2021,8,40.23,-
FUTCOM,21 Jan 2021,705387,2625135.14,-
FUTIDX,21 Jan 2021,2921,22082.26,-
OPTFUT,21 Jan 2021,2997,83431.57,-
OPTCOM,21 Jan 2021,7,35.27,-
OPTFUT,22 Jan 2021,5646,170588.08,-
FUTIDX,22 Jan 2021,4540,33922.22,-
OPTCOM,22 Jan 2021,5,25.13,-
FUTCOM,22 Jan 2021,775186,3080935.38,-
OPTCOM,25 Jan 2021,7,35.22,-
FUTCOM,25 Jan 2021,637190,2533219.11,-
OPTFUT,25 Jan 2021,4188,126635.35,-
FUTIDX,25 Jan 2021,3258,24469.25,-
OPTCOM,27 Jan 2021,10,50.22,-
FUTCOM,27 Jan 2021,766631,3263758.58,-
OPTFUT,27 Jan 2021,5843,140642.03,-
FUTIDX,27 Jan 2021,4568,33828.31,-
OPTFUT,28 Jan 2021,3993,48545.83,-
FUTIDX,28 Jan 2021,6576,49425.5,-
FUTCOM,28 Jan 2021,1129208,4447374.85,-
OPTCOM,28 Jan 2021,9,45.44,-
OPTCOM,29 Jan 2021,12,60.52,-
OPTFUT,29 Jan 2021,3561,38527.75,-
FUTCOM,29 Jan 2021,1094841,4557862.13,-
FUTIDX,29 Jan 2021,7200,54703.62,-
OPTCOM,01 Feb 2021,20,102.11,-
FUTCOM,01 Feb 2021,1176210,5020354.22,-
FUTIDX,01 Feb 2021,7271,55599.84,-
OPTFUT,01 Feb 2021,4597,63790.04,-
OPTCOM,02 Feb 2021,3,15.03,-
OPTFUT,02 Feb 2021,6319,85124.33,-
FUTCOM,02 Feb 2021,1195673,4361696.74,-
FUTIDX,02 Feb 2021,7070,52922.12,-
FUTCOM,03 Feb 2021,854861,3225819.24,-
FUTIDX,03 Feb 2021,4497,33164.27,-
OPTCOM,03 Feb 2021,2,10.5,-
OPTFUT,03 Feb 2021,6356,56315.98,-
FUTCOM,04 Feb 2021,970891,3648115.21,-
OPTCOM,04 Feb 2021,9,45.61,-
FUTIDX,04 Feb 2021,6497,47711.02,-
OPTFUT,04 Feb 2021,6471,93866.05,-
FUTCOM,05 Feb 2021,896475,3337645.7,-
OPTCOM,05 Feb 2021,2,9.86,-
FUTIDX,05 Feb 2021,5676,41641.14,-
OPTFUT,05 Feb 2021,6161,68851.2,-
FUTCOM,08 Feb 2021,794832,3040718.7,-
OPTFUT,08 Feb 2021,7241,92456.8,-
FUTIDX,08 Feb 2021,4923,36467.84,-
OPTCOM,08 Feb 2021,11,55.44,-
OPTFUT,09 Feb 2021,9163,103132.83,-
FUTIDX,09 Feb 2021,5362,40059.49,-
OPTCOM,09 Feb 2021,4,19.78,-
FUTCOM,09 Feb 2021,815989,3155381.23,-
FUTIDX,10 Feb 2021,5428,40517.91,-
OPTCOM,10 Feb 2021,3,15.06,-
FUTCOM,10 Feb 2021,840140,3446437.73,-
OPTFUT,10 Feb 2021,8384,95081.95,-
OPTFUT,11 Feb 2021,6984,66872.81,-
OPTCOM,11 Feb 2021,3,14.95,-
FUTIDX,11 Feb 2021,4428,32961.79,-
FUTCOM,11 Feb 2021,796086,3032455.29,-
FUTIDX,12 Feb 2021,5308,39218.77,-
OPTCOM,12 Feb 2021,4,19.68,-
OPTFUT,12 Feb 2021,10922,94035.37,-
FUTCOM,12 Feb 2021,831652,3289087.87,-
OPTFUT,15 Feb 2021,8047,64536.02,-
OPTCOM,15 Feb 2021,6,29.93,-
FUTCOM,15 Feb 2021,548236,2298811.88,-
FUTIDX,15 Feb 2021,3641,27044.75,-
FUTIDX,16 Feb 2021,7015,52213.41,-
OPTFUT,16 Feb 2021,7748,95677.08,-
OPTCOM,16 Feb 2021,0,0.0,-
FUTCOM,16 Feb 2021,1050630,4068365.11,-
FUTIDX,17 Feb 2021,5174,38116.57,-
OPTFUT,17 Feb 2021,11096,110973.25,-
OPTCOM,17 Feb 2021,4,19.77,-
FUTCOM,17 Feb 2021,966624,3661328.28,-
OPTFUT,18 Feb 2021,3979,67627.26,-
FUTCOM,18 Feb 2021,862512,3514579.39,-
OPTCOM,18 Feb 2021,2,9.72,-
FUTIDX,18 Feb 2021,4360,32115.47,-
OPTCOM,19 Feb 2021,5,25.03,-
OPTFUT,19 Feb 2021,5695,88754.9,-
FUTIDX,19 Feb 2021,6498,48056.3,-
FUTCOM,19 Feb 2021,904897,3968044.52,-
OPTCOM,22 Feb 2021,11,55.19,-
OPTFUT,22 Feb 2021,5401,80685.75,-
FUTCOM,22 Feb 2021,763626,3776349.15,-
FUTIDX,22 Feb 2021,5595,41963.13,-
OPTFUT,23 Feb 2021,6409,69223.92,-
FUTCOM,23 Feb 2021,747288,3789594.91,-
OPTCOM,23 Feb 2021,0,0.0,-
FUTIDX,23 Feb 2021,5547,41606.13,-
OPTFUT,24 Feb 2021,8455,99929.4,-
FUTCOM,24 Feb 2021,750070,3815556.83,-
OPTCOM,24 Feb 2021,2,9.38,-
FUTIDX,24 Feb 2021,5294,39585.94,-
OPTFUT,25 Feb 2021,6321,76456.5,-
FUTIDX,25 Feb 2021,5809,43649.35,-
FUTCOM,25 Feb 2021,863643,4383972.04,-
OPTCOM,25 Feb 2021,6,29.91,-
FUTCOM,26 Feb 2021,1035143,4793055.41,-
FUTIDX,26 Feb 2021,6872,50793.42,-
OPTFUT,26 Feb 2021,8829,141732.9,-
OPTCOM,26 Feb 2021,4,19.79,-
OPTCOM,01 Mar 2021,3,14.61,-
OPTFUT,01 Mar 2021,9391,105061.7,-
FUTCOM,01 Mar 2021,577654,2619232.19,-
FUTIDX,01 Mar 2021,3775,27698.8,-
FUTCOM,02 Mar 2021,730879,3164549.68,-
FUTIDX,02 Mar 2021,4658,33931.7,-
OPTFUT,02 Mar 2021,8933,113632.67,-
OPTCOM,02 Mar 2021,1,5.12,-
OPTCOM,03 Mar 2021,4,19.85,-
OPTFUT,03 Mar 2021,14358,139247.94,-
FUTIDX,03 Mar 2021,4858,35153.45,-
FUTCOM,03 Mar 2021,799381,3492441.44,-
FUTIDX,04 Mar 2021,5311,37492.64,-
OPTFUT,04 Mar 2021,20604,153822.08,-
OPTCOM,04 Mar 2021,3,14.7,-
FUTCOM,04 Mar 2021,941441,4184723.39,-
FUTCOM,05 Mar 2021,703144,2970476.1,-
OPTCOM,05 Mar 2021,3,13.87,-
OPTFUT,05 Mar 2021,13678,132992.66,-
FUTIDX,05 Mar 2021,3701,26042.68,-
FUTCOM,08 Mar 2021,639610,2736989.06,-
OPTCOM,08 Mar 2021,0,0.0,-
OPTFUT,08 Mar 2021,15670,136821.68,-
FUTIDX,08 Mar 2021,3459,24363.36,-
FUTIDX,09 Mar 2021,4288,30259.14,-
FUTCOM,09 Mar 2021,670134,2892734.2,-
OPTFUT,09 Mar 2021,15459,134721.25,-
OPTCOM,09 Mar 2021,0,0.0,-
OPTFUT,10 Mar 2021,19061,126247.33,-
FUTCOM,10 Mar 2021,676493,2793353.42,-
FUTIDX,10 Mar 2021,2691,18952.91,-
OPTCOM,10 Mar 2021,0,0.0,-
FUTCOM,11 Mar 2021,450182,1733682.23,-
OPTCOM,11 Mar 2021,0,0.0,-
FUTIDX,11 Mar 2021,2493,17696.49,-
OPTFUT,11 Mar 2021,16143,100042.55,-
FUTCOM,12 Mar 2021,636770,2499371.38,-
OPTFUT,12 Mar 2021,14845,138120.93,-
FUTIDX,12 Mar 2021,4069,28598.44,-
OPTCOM,12 Mar 2021,0,0.0,-
FUTCOM,15 Mar 2021,531329,2140839.35,-
OPTFUT,15 Mar 2021,21370,146798.5,-
FUTIDX,15 Mar 2021,2976,21067.43,-
OPTCOM,15 Mar 2021,0,0.0,-
OPTFUT,16 Mar 2021,19690,131757.81,-
FUTIDX,16 Mar 2021,2511,17761.92,-
OPTCOM,16 Mar 2021,0,0.0,-
FUTCOM,16 Mar 2021,535947,2173171.9,-
FUTIDX,17 Mar 2021,2021,14291.41,-
FUTCOM,17 Mar 2021,500745,2010359.73,-
OPTCOM,17 Mar 2021,0,0.0,-
OPTFUT,17 Mar 2021,21376,146812.19,-
FUTIDX,18 Mar 2021,3933,28057.79,-
OPTCOM,18 Mar 2021,0,0.0,-
OPTFUT,18 Mar 2021,10759,132295.36,-
FUTCOM,18 Mar 2021,779965,2907547.13,-
FUTIDX,19 Mar 2021,2557,18094.69,-
OPTCOM,19 Mar 2021,0,0.0,-
FUTCOM,19 Mar 2021,654381,2729049.75,-
OPTFUT,19 Mar 2021,13322,126039.69,-
FUTIDX,22 Mar 2021,2960,20943.33,-
OPTFUT,22 Mar 2021,10038,100141.82,-
FUTCOM,22 Mar 2021,658318,2483215.69,-
OPTCOM,22 Mar 2021,0,0.0,-
OPTFUT,23 Mar 2021,14687,121264.9,-
FUTCOM,23 Mar 2021,688597,2827895.93,-
FUTIDX,23 Mar 2021,2911,20530.23,-
OPTCOM,23 Mar 2021,0,0.0,-
OPTCOM,24 Mar 2021,0,0.0,-
FUTIDX,24 Mar 2021,3929,27686.8,-
FUTCOM,24 Mar 2021,624487,2459795.45,-
OPTFUT,24 Mar 2021,16087,127225.95,-
OPTCOM,25 Mar 2021,0,0.0,-
FUTIDX,25 Mar 2021,4170,29243.33,-
FUTCOM,25 Mar 2021,824911,3162418.82,-
OPTFUT,25 Mar 2021,17177,206751.19,-
OPTFUT,26 Mar 2021,13270,75469.67,-
FUTIDX,26 Mar 2021,2259,15833.96,-
OPTCOM,26 Mar 2021,0,0.0,-
FUTCOM,26 Mar 2021,507626,2347198.26,-
OPTFUT,29 Mar 2021,10576,63734.08,-
OPTCOM,29 Mar 2021,0,0.0,-
FUTIDX,29 Mar 2021,1620,11320.01,-
FUTCOM,29 Mar 2021,425787,1781314.54,-
FUTIDX,30 Mar 2021,3277,22740.26,-
FUTCOM,30 Mar 2021,658060,2470238.5,-
OPTCOM,30 Mar 2021,0,0.0,-
OPTFUT,30 Mar 2021,16368,101604.47,-
FUTCOM,31 Mar 2021,661569,2517934.4,-
FUTIDX,31 Mar 2021,3324,23048.36,-
OPTCOM,31 Mar 2021,0,0.0,-
OPTFUT,31 Mar 2021,18613,134312.8,-
OPTCOM,01 Apr 2021,2,9.18,-
OPTFUT,01 Apr 2021,28180,160188.44,-
FUTIDX,01 Apr 2021,2620,18392.41,-
FUTCOM,01 Apr 2021,795764,2917595.84,-
OPTCOM,05 Apr 2021,0,0.0,-
FUTCOM,05 Apr 2021,693919,2476096.43,-
OPTFUT,05 Apr 2021,25358,125009.99,-
FUTIDX,05 Apr 2021,2289,16164.29,-
OPTCOM,06 Apr 2021,0,0.0,-
FUTIDX,06 Apr 2021,3056,21789.05,-
FUTCOM,06 Apr 2021,724928,2650094.27,-
OPTFUT,06 Apr 2021,31799,189724.03,-
OPTFUT,07 Apr 2021,36081,192839.26,-
FUTCOM,07 Apr 2021,764279,2865485.67,-
FUTIDX,07 Apr 2021,2661,19165.65,-
OPTCOM,07 Apr 2021,0,0.0,-
OPTFUT,08 Apr 2021,26865,166895.21,-
FUTCOM,08 Apr 2021,674705,2608727.96,-
FUTIDX,08 Apr 2021,2952,21475.14,-
OPTCOM,08 Apr 2021,0,0.0,-
FUTCOM,09 Apr 2021,634791,2369735.89,-
OPTCOM,09 Apr 2021,0,0.0,-
OPTFUT,09 Apr 2021,23986,145594.93,-
FUTIDX,09 Apr 2021,3828,27782.45,-
FUTCOM,12 Apr 2021,665148,2451399.08,-
OPTFUT,12 Apr 2021,31118,163071.01,-
OPTCOM,12 Apr 2021,0,0.0,-
FUTIDX,12 Apr 2021,3335,24064.79,-
FUTIDX,13 Apr 2021,3332,24179.32,-
OPTFUT,13 Apr 2021,22949,135654.98,-
FUTCOM,13 Apr 2021,684951,2371825.92,-
OPTCOM,13 Apr 2021,2,9.4,-
FUTCOM,14 Apr 2021,400958,1475489.14,-
OPTFUT,14 Apr 2021,31219,159490.45,-
OPTCOM,14 Apr 2021,0,0.0,-
FUTIDX,14 Apr 2021,1873,13621.28,-
OPTCOM,15 Apr 2021,0,0.0,-
OPTFUT,15 Apr 2021,29909,176107.92,-
FUTCOM,15 Apr 2021,657823,2481966.34,-
FUTIDX,15 Apr 2021,3475,25485.08,-
FUTIDX,16 Apr 2021,3984,29284.07,-
FUTCOM,16 Apr 2021,649700,2387321.64,-
OPTCOM,16 Apr 2021,0,0.0,-
OPTFUT,16 Apr 2021,8810,90345.09,-
OPTFUT,19 Apr 2021,10804,100042.63,-
FUTIDX,19 Apr 2021,4631,34209.79,-
FUTCOM,19 Apr 2021,736660,2731506.01,-
OPTCOM,19 Apr 2021,0,0.0,-
OPTCOM,20 Apr 2021,0,0.0,-
FUTCOM,20 Apr 2021,776499,3153004.01,-
OPTFUT,20 Apr 2021,19290,156714.1,-
FUTIDX,20 Apr 2021,5253,38826.79,-
FUTIDX,21 Apr 2021,2566,19215.22,-
OPTCOM,21 Apr 2021,0,0.0,-
FUTCOM,21 Apr 2021,527743,2003658.65,-
OPTFUT,21 Apr 2021,16595,126428.54,-
FUTCOM,22 Apr 2021,713622,2720772.44,-
FUTIDX,22 Apr 2021,3792,28235.6,-
OPTCOM,22 Apr 2021,0,0.0,-
OPTFUT,22 Apr 2021,14889,119050.57,-
OPTFUT,23 Apr 2021,16473,145118.51,-
FUTCOM,23 Apr 2021,703340,2672076.64,-
FUTIDX,23 Apr 2021,4886,36281.06,-
OPTCOM,23 Apr 2021,0,0.0,-
OPTCOM,26 Apr 2021,0,0.0,-
OPTFUT,26 Apr 2021,18914,144520.01,-
FUTIDX,26 Apr 2021,4592,34142.87,-
FUTCOM,26 Apr 2021,602413,2394978.46,-
OPTFUT,27 Apr 2021,12517,82660.36,-
FUTIDX,27 Apr 2021,2831,21212.91,-
FUTCOM,27 Apr 2021,524141,2383104.79,-
OPTCOM,27 Apr 2021,0,0.0,-
OPTCOM,28 Apr 2021,1,4.66,-
OPTFUT,28 Apr 2021,17052,142365.29,-
FUTCOM,28 Apr 2021,618877,2752819.85,-
FUTIDX,28 Apr 2021,3817,28455.13,-
OPTCOM,29 Apr 2021,1,4.64,-
OPTFUT,29 Apr 2021,16607,132704.97,-
FUTCOM,29 Apr 2021,685231,2938404.91,-
FUTIDX,29 Apr 2021,4670,34749.0,-
OPTCOM,30 Apr 2021,0,0.0,-
FUTCOM,30 Apr 2021,569060,2467356.01,-
OPTFUT,30 Apr 2021,18568,120076.14,-
FUTIDX,30 Apr 2021,3864,28829.67,-
FUTIDX,03 May 2021,4170,31079.43,-
OPTCOM,03 May 2021,0,0.0,-
FUTCOM,03 May 2021,714500,2767053.43,-
OPTFUT,03 May 2021,18877,150821.63,-
FUTCOM,04 May 2021,887618,3467775.06,-
FUTIDX,04 May 2021,5916,44193.52,-
OPTCOM,04 May 2021,0,0.0,-
OPTFUT,04 May 2021,20288,165720.21,-
OPTCOM,05 May 2021,0,0.0,-
FUTCOM,05 May 2021,633946,2753038.48,-
OPTFUT,05 May 2021,22264,139243.22,-
FUTIDX,05 May 2021,4446,33336.92,-
OPTCOM,06 May 2021,0,0.0,-
FUTCOM,06 May 2021,780807,3241334.84,-
FUTIDX,06 May 2021,5634,42263.5,-
OPTFUT,06 May 2021,22267,183485.39,-
FUTCOM,07 May 2021,824041,3547856.94,-
OPTFUT,07 May 2021,24973,220826.39,-
FUTIDX,07 May 2021,5664,43109.88,-
OPTCOM,07 May 2021,0,0.0,-
OPTCOM,10 May 2021,2,10.02,-
OPTFUT,10 May 2021,26110,189590.15,-
FUTCOM,10 May 2021,735353,3435313.78,-
FUTIDX,10 May 2021,5888,45309.88,-
OPTFUT,11 May 2021,38252,260606.49,-
OPTCOM,11 May 2021,0,0.0,-
FUTIDX,11 May 2021,6044,46178.08,-
FUTCOM,11 May 2021,752835,3404238.14,-
FUTIDX,12 May 2021,6029,45974.19,-
FUTCOM,12 May 2021,760104,3487286.53,-
OPTCOM,12 May 2021,0,0.0,-
OPTFUT,12 May 2021,36780,243080.94,-
FUTCOM,13 May 2021,478452,2085892.39,-
OPTFUT,13 May 2021,39404,215800.28,-
OPTCOM,13 May 2021,0,0.0,-
FUTIDX,13 May 2021,3759,28296.15,-
OPTCOM,14 May 2021,0,0.0,-
OPTFUT,14 May 2021,45120,270841.7,-
